"","datacollection","condition","tipper_diresppers","tipper_gdmorlcons_re","tipper_closefrend_re","tipper_goodpers_re","tipper_personjudg","pltclideo","gender","yearbirth","countrybir","engexp","ethnicity","parented","beforeres","beforethes","citytown","postalcode","honest_A","faminc","mturkhowm"
"2821",20,1,3,3,4,4,3.5,NA,1,1994,36,19,2,4,"8",2,"","100875",1,"20000",""
"2822",20,0,2,2,6,5,3.75,NA,2,1995,36,19,2,3,"",2,"","10085",1,"4000",""
"2823",20,0,1,2,3,3,2.25,NA,2,1994,36,20,2,4,"20",2,"","75100",1,"10000",""
"2824",20,0,1,1,4,4,2.5,NA,1,1995,36,19,2,6,"50",2,"","610000",1,"70000",""
"2825",20,1,5,2,5,1,3.25,NA,2,1993,36,21,2,4,"3",2,"","100875",1,"2000",""
"2826",20,1,4,3,4,3,3.5,NA,2,1996,36,18,2,4,"4",2,"","100875",1,"80000",""
"2827",20,0,5,6,7,5,5.75,NA,2,1994,36,20,2,5,"4",2,"","100875",1,"200000",""
"2828",20,0,2,3,4,3,3,NA,1,1995,36,19,2,4,"10",2,"","100875",1,"10000",""
"2829",20,1,2,6,4,3,3.75,NA,2,1995,36,19,2,6,"15",2,"","100031",1,"77670",""
"2830",20,0,4,3,5,3,3.75,NA,2,1994,36,20,2,4,"6",2,"","100875",1,"9700",""
"2831",20,1,5,4,5,3,4.25,NA,2,1995,36,19,2,3,"6",2,"","100875",1,"4300",""
"2832",20,0,3,4,6,4,4.25,NA,1,1995,36,20,2,6,"",2,"","100875",1,"40000",""
"2833",20,1,4,2,5,3,3.5,NA,2,1995,36,19,2,0,"10",2,"","315192",1,"32400",""
"2834",20,0,2,3,5,3,3.25,NA,2,1994,36,20,2,4,"",2,"","466000",1,"15000",""
"2835",20,1,2,2,4,2,2.5,NA,1,1995,36,19,2,6,"",2,"","100875",1,"20000",""
"2836",20,0,2,5,7,4,4.5,NA,2,1991,36,23,2,2,"",2,"","44000",1,"3000",""
"2837",20,1,3,3,4,4,3.5,NA,2,1996,36,18,2,4,"8",2,"","100875",1,"1.94",""
"2838",20,0,3,3,6,3,3.75,NA,2,1995,38,19,2,5,"",2,"","72650",1,"11200",""
"2839",20,1,3,3,4,3,3.25,NA,2,1994,36,20,2,4,"10",2,"","100875",1,"10000",""
"2840",20,1,3,3,2,3,2.75,NA,2,1995,36,19,2,4,"5",2,"","408000",1,"24000",""
"2841",20,1,3,3,6,4,4,NA,2,1994,36,20,2,4,"10",2,"","671000",1,"23300",""
"2842",20,0,2,3,3,3,2.75,NA,2,1995,36,19,2,3,"6",2,"","261000",1,"4900",""
"2843",20,1,1,4,3,3,2.75,NA,2,1995,36,19,2,3,"Oct-20",2,"","101100",1,"17475",""
"2844",20,1,3,5,4,3,3.75,NA,2,1995,36,19,2,4,"10",2,"","432500",1,"1400",""
"2845",20,1,2,5,5,4,4,NA,2,1994,36,20,2,3,"5",2,"","265600 10",1,"7800",""
"2846",20,1,1,3,4,3,2.75,NA,2,1995,36,19,2,5,"2",2,"","611430",1,"12150",""
"2847",20,0,3,4,4,4,3.75,NA,2,1995,36,19,2,4,"10",2,"","330002",1,"",""
"2848",20,1,2,3,4,3,3,NA,2,1995,36,19,2,3,"3",2,"","400090",1,"100000",""
"2849",21,0,4,3,5,4,4,1,1,1991,31,23,5,5,"2",2,"Markham","l3s 4t9",1,"90000",""
"2850",21,0,5,4,4,4,4.25,1,2,1993,31,21,4,4,"2",2,"Toronto","NA",1,"NA",""
"2851",21,0,1,1,1,1,1,4,2,1994,31,20,6,5,"5",2,"Markham","L6B1A8",1,"100000",""
"2852",21,1,7,7,6,4,6,6,2,1991,31,23,5,5,"0",2,"Makham","l3s4t9",1,"90000",""
"2853",21,0,1,3,2,2,2,4,2,1995,31,19,5,4,"15",2,"markham","L3S 2Z9",2,"100000",""
"2854",21,1,1,2,3,3,2.25,4,1,1996,31,15,2,5,"3",2,"Toronto","M1C 3A8",1,"40000",""
"2855",21,1,3,3,6,1,3.25,5,2,1996,78,18,5,6,"3",1,"Whitby","L1N 9C5",1,"$70,000",""
"2856",21,0,1,1,1,2,1.25,2,1,1996,31,18,4,4,"3",1,"Toronto","M6N3W1",1,"~$15,000",""
"2857",21,1,1,3,4,3,2.75,2,2,1996,31,18,1,6,"5",2,"Ajax","L1T3X6",2,"50000",""
"2858",21,1,3,2,6,2,3.25,5,2,1996,31,18,4,5,"3",2,"Scarborough","",1,"",""
"2859",21,0,4,3,4,4,3.75,4,1,1996,31,18,6,3,"2",2,"scarborough","m1e4p9",1,"$12000",""
"2860",21,1,3,1,4,2,2.5,4,2,1996,31,19,2,4,"6",2,"Scarborough","M1H 2H6",2,"I don't know",""
"2861",21,1,1,4,3,3,2.75,4,2,1994,36,3,2,3,"0",2,"new brunswick","E4E2J3",1,"",""
"2862",21,0,2,6,5,7,5,4,2,1997,36,12,2,4,"3",2,"Toronto, Ontario Canada","M1J3E6",1,"$",""
"2863",21,0,7,6,5,6,6,4,1,1996,31,19,6,5,"5",1,"Vaughan","l4j3a3",1,"60000",""
"2864",21,1,1,4,3,4,3,2,2,1996,31,18,1,3,"4",1,"Pickering","",1,"50,000",""
"2865",21,0,6,6,4,5,5.25,4,1,1995,31,20,1,3,"1",1,"Richmond Hill","L4S 1W9",1,"",""
"2866",21,0,1,4,4,4,3.25,4,2,1996,31,18,NA,NA,"",NA,"Toronto","M1G2W1",2,"TBH DON'T KNOW SO",""
"2867",21,0,3,4,4,4,3.75,4,2,1996,36,10,2,4,"~7",2,"toronto","m1c",1,"don't know",""
"2868",21,1,6,5,5,5,5.25,3,2,1995,31,19,2,4,"a couple",2,"Toronto","L4B3T8",1,"",""
"2869",21,1,2,2,4,3,2.75,4,2,1996,31,18,6,6,"3",2,"","",1,"",""
"2870",21,1,4,7,7,6,6,5,2,1996,36,6,2,3,"1",2,"Scarborough","M1V 5E3",1,"10000",""
"2871",21,1,5,5,4,4,4.5,4,2,1996,36,15,2,4,"0",2,"Toronto","",1,"",""
"2872",21,0,4,4,4,4,4,2,2,1996,31,18,6,6,"1",2,"Toronto","M9V2H9",1,"100000",""
"2873",21,1,6,7,7,4,6,3,2,1996,31,18,NA,NA,"",NA,"Scarborough","M1X 2A8",1,"25000",""
"2874",21,1,2,4,5,4,3.75,4,2,1996,31,15,2,3,"06-Jul",2,"Scarborough","M1x2B2",1,"60,000",""
"2875",21,1,4,5,4,2,3.75,2,2,1996,31,18,2,3,"5",2,"Toronto","M3C 1G7",1,"50 000",""
"2876",21,1,6,6,6,6,6,5,1,1990,36,10,2,5,"0",2,"Toronto","L3S3Y2",1,"100,000",""
"2877",21,0,5,5,7,6,5.75,4,2,1995,36,14,2,3,"3",2,"Toronto","M1P 0B1",1,"$1,000,000",""
"2878",21,1,5,5,6,5,5.25,4,2,1995,36,6,2,3,"6",1,"Toronto","m1p5j5",1,"",""
"2879",21,0,1,3,5,5,3.5,1,2,1995,78,19,5,3,"3",2,"Whitby","L1P 1A2",1,"$75,000",""
"2880",21,1,4,3,5,4,4,2,1,1996,31,18,2,4,"3",2,"Scarborough","M1E4E1",1,"75,000",""
"2881",21,1,6,6,6,6,6,1,2,1995,31,19,NA,NA,"",NA,"North York","M3A",1,"$90000",""
"2882",21,0,2,3,3,3,2.75,2,2,1996,31,18,NA,NA,"",NA,"toronto","",1,"",""
"2883",21,0,7,7,7,7,7,4,1,1996,31,18,1,5,"5",2,"Scarborough","",1,"",""
"2884",21,0,1,3,3,3,2.5,4,2,1996,31,18,1,5,"4",2,"stouffville","l4a",1,"100,000",""
"2885",21,1,7,7,7,6,6.75,4,2,1996,31,18,4,5,"3",2,"Ajax","",1,"",""
"2886",21,0,5,6,5,4,5,4,2,1996,31,18,2,4,"2",2,"Toronto","",1,"",""
"2887",21,0,2,2,3,2,2.25,3,2,1996,185,18,5,5,"4",2,"Markham","L6B 0H3",1,"60 000",""
"2888",21,1,5,6,7,3,5.25,4,2,1996,31,18,6,5,"1",1,"Scarborough","M1J3E1",1,"4000",""
"2889",21,1,7,7,7,7,7,4,2,1995,187,15,2,6,"4",2,"Scarborough","M1J 3L5",1,"$45,000",""
"2890",21,0,3,4,4,4,3.75,4,0,1996,156,13,5,6,"0",2,"Markham","L6B 0V6",1,"55,000",""
"2891",21,0,5,5,6,5,5.25,2,2,1995,130,20,6,6,"50+",2,"ajax","l1s5e9",1,"60000+",""
"2892",21,1,6,5,4,4,4.75,4,2,1996,31,18,2,4,"3",2,"Scarborough","M1J 0A4",1,"$48 000",""
"2893",21,0,7,6,7,7,6.75,1,2,1996,65,13,2,5,"3",1,"Toronto","M1C",1,"50000",""
"2894",21,1,2,1,3,2,2,4,1,1997,31,18,6,6,"0",2,"Scarborough","M1B",1,"100000",""
"2895",21,0,2,7,5,4,4.5,4,2,1996,136,18,NA,NA,"",NA,"Toronto","M3C 2Z6",1,"$25,000",""
"2896",21,0,3,5,4,3,3.75,3,2,1996,130,16,5,6,"3",2,"scarborough","M1G1L6",1,"79 000",""
"2897",21,1,2,6,6,6,5,2,2,1993,164,15,2,6,"1",2,"Scarborough","M1H 3G6",1,"$250000",""
"2898",21,0,4,5,4,4,4.25,4,2,1996,130,18,5,6,"1",2,"Scarborough","M1G3T6",1,"185 000",""
"2899",21,1,1,3,4,4,3,4,2,1996,31,18,NA,NA,"",NA,"Scarborough","M1g 2t8",1,"$400,000",""
"2900",21,1,1,1,2,2,1.5,2,2,1996,136,12,2,5,"3",2,"Toronto","M2J1Z2",1,"--",""
"2901",21,1,5,4,5,5,4.75,4,2,1993,162,9,2,4,"2",2,"Toronto","M2P2H2",1,"N/A (Don't really",""
"2902",21,0,6,7,7,7,6.75,4,2,1995,130,17,5,5,"1",1,"Mississauga","L5M 1L1",2,"",""
"2903",21,0,4,4,4,4,4,4,2,1996,31,18,5,3,"1",2,"SCARBOROUGH","M1X1V8",2,"60000",""
"2904",21,1,4,5,5,5,4.75,4,2,1996,78,18,5,6,"6",2,"toronto","M1W2M3",2,"80K",""
"2905",21,1,4,4,7,4,4.75,4,1,1996,130,14,6,5,"1",1,"Toronto","M1H",1,"25000",""
"2906",21,1,4,5,2,4,3.75,4,2,1996,31,15,2,5,"3",2,"Toronto","M4K 2A7",1,"?",""
"2907",21,0,2,4,4,4,3.5,3,2,1996,31,18,NA,NA,"",NA,"Scarborough","m1t 2g5",1,"12000",""
"2908",21,1,5,3,5,3,4,4,2,1996,78,18,2,4,"2",2,"Toronto","m3c1b7",1,"21000",""
"2909",21,0,4,6,5,4,4.75,4,2,1996,31,18,NA,NA,"",NA,"Toronto","M1E 2B2",1,"150K",""
"2910",21,0,7,7,6,5,6.25,4,2,1996,31,18,2,4,"6",2,"Toronto","M1V",1,"45000",""
"2911",21,1,6,4,6,4,5,NA,2,1996,80,10,6,6,"2",2,"Toronto","M2N 0B9",1,"60000",""
"2912",21,0,2,2,3,2,2.25,2,2,1996,31,18,5,3,"6",2,"Toronto","M1",1,"50000",""
"2913",21,1,1,1,4,1,1.75,4,2,1996,31,18,1,3,"3",2,"Toronto","M1S1E1",1,"60000",""
"2914",21,1,7,4,7,4,5.5,6,1,1995,31,19.5,NA,NA,"",NA,"Toronto","M1C 4N7",1,"300,000",""
"2915",21,1,6,5,6,5,5.5,2,2,1984,31,23,5,4,"2",2,"Scarborough","m1t2m4",1,"20000",""
"2916",21,1,2,5,5,4,4,1,2,1996,31,19,1,4,"1",1,"Toronto","M5E 1W5",1,"150,000",""
"2917",21,1,7,7,7,5,6.5,5,2,1996,31,14,2,4,"4",2,"Scarborough","M1E4E1",1,"$60,000",""
"2918",21,0,2,2,3,3,2.5,4,2,1996,31,18,5,5,"2",2,"Pickering","L1V",1,"50",""
"2919",21,0,6,5,5,4,5,4,1,1996,72,18,5,6,"2",2,"Scarborough","M1J1P3",2,"100,000",""
"2920",21,1,7,7,5,7,6.5,4,1,1995,31,20,6,4,"6",2,"Scarborough","m1e 4p9",1,"25 000",""
"2921",21,0,2,3,4,4,3.25,4,2,1996,164,16,5,4,"4",2,"Markham","",1,"",""
"2922",21,0,3,5,5,5,4.5,4,2,1996,31,18,5,3,"5",2,"toronto","M1B 4C5",1,"90 000",""
"2923",21,1,1,2,2,2,1.75,3,2,1996,187,18,NA,NA,"",NA,"Toronto","M1L1L3",1,"<$250 000",""
"2924",21,0,4,5,6,4,4.75,4,1,1996,31,18,1,6,"5",2,"Richmond Hill","",1,"$300,000",""
"2925",21,1,2,6,5,6,4.75,4,2,1996,130,15,6,6,"5",1,"Ajax","",1,"38000",""
"2926",21,1,3,4,2,4,3.25,3,1,1996,31,18,2,5,"5",2,"Toronto","M1N 3v3",1,"600000",""
"2927",21,1,4,4,5,4,4.25,5,1,1996,72,18,NA,NA,"",NA,"Whitby","L1N",1,"$200,000",""
"2928",21,0,5,2,4,4,3.75,4,2,1996,31,19,1,5,"3",2,"Vaughan","L6A3M8",1,"$48,000",""
"2929",21,0,3,4,4,3,3.5,NA,2,1996,31,18,2,3,"6",2,"Toronto","M1L 2R9",1,"90",""
"2930",21,0,2,2,4,4,3,4,2,1996,130,18,NA,NA,"",NA,"Scarborough","M1W3T6",1,"$",""
"2931",21,1,2,6,6,6,5,4,1,1996,31,18,5,4,"4",2,"Scarborough","",1,"55000",""
"2932",21,0,1,5,5,4,3.75,4,2,1996,31,19,3,5,"2",2,"Toronto","M6P 3W3",1,"$75 000 ?",""
"2933",21,1,6,3,4,5,4.5,4,1,1996,31,18,5,4,"0",2,"Markham","L3S",1,"100000",""
"2934",21,1,1,4,7,5,4.25,4,2,1996,31,18,3,5,"5",2,"whitby","l1p1m1",1,"1500000",""
"2935",21,0,1,2,4,4,2.75,4,2,1995,31,19,1,5,"15",2,"Scarborough","",1,"90,000",""
"2936",21,0,1,3,4,2,2.5,3,1,1995,31,19,2,5,"4",2,"Markham","L6C",1,"75001-100000",""
"2937",21,1,6,6,6,4,5.5,4,2,1994,36,15,2,5,"5",1,"Scarborough","m1p0b1",1,"65000",""
"2938",21,0,1,1,1,1,1,4,2,1995,187,8,6,5,"2",2,"Toronto","",2,"$25 000",""
"2939",21,0,1,2,4,4,2.75,4,2,1995,31,20,6,5,"3",2,"toronto","M1b 1P6",1,"20000",""
"2940",21,0,3,6,6,6,5.25,4,1,1996,31,19,5,3,"6",2,"Toronto","M1E 5L2",1,"60000",""
"2941",21,1,2,4,4,5,3.75,2,2,1996,31,18,6,4,"5",2,"Scarborough","",1,"",""
"2942",21,0,4,5,4,4,4.25,4,2,1994,130,13,6,5,"5",2,"Toronto","",1,"",""
"2943",21,1,2,4,4,4,3.5,4,2,1996,1,18,NA,NA,"",NA,"Scarborough","M1X2C5",1,"75000",""
"2944",21,1,3,5,5,4,4.25,4,2,1996,31,18,4,4,"1",2,"Scarborough","",1,"",""
"2945",21,0,1,7,1,1,2.5,4,2,1996,31,18,5,6,"5",2,"Scarborough","M1S 1Y9",1,"Approx. $75 000-1",""
"2946",21,1,5,3,5,4,4.25,4,2,1995,31,20,5,4,"5",2,"Whitby","L1R",1,"$85,000",""
"2947",21,1,7,4,6,4,5.25,1,1,1996,83,12,1,5,"3",2,"Maple","L6A0L5",1,"$90000",""
"2948",21,1,1,7,1,1,2.5,4,2,1996,164,17,2,5,"10",1,"Scarborough","M1B6B1",1,"$50,000",""
"2949",21,1,0,8,8,8,6,1,2,1995,130,11,NA,NA,"",NA,"Pickering","",1,"",""
"2950",21,1,5,6,5,4,5,2,2,1996,31,19,2,4,"1",2,"Markham","L3S 2G8",1,"$30,000",""
"2951",21,0,1,2,2,1,1.5,4,2,1996,31,18,6,3,"4",2,"Markham","",1,"",""
"2952",21,0,7,4,6,6,5.75,4,1,1996,23,14,5,4,"4 or 5",1,"Alliston","L9R0B9",1,"60000",""
"2953",21,0,3,4,4,4,3.75,3,2,1985,88,16,1,5,"5",2,"Markham","L3R 9C5",1,"",""
"2954",21,0,1,2,2,2,1.75,5,2,1995,139,14,6,4,"5",2,"Toronto","M1R 1T9",1,"$52 000",""
"2955",21,1,1,4,4,4,3.25,4,2,1996,130,16,NA,NA,"",NA,"Toronto","M1J 3C9",1,"30,000",""
"2956",21,0,3,4,3,3,3.25,4,2,1996,31,18,6,3,"0",2,"scarborough","m1b6b2",1,"$50000",""
"2957",21,0,2,4,4,4,3.5,4,1,1996,126,0,4,6,"4",1,"Toronto","M1C 1A4",1,"",""
"2958",21,0,3,4,4,4,3.75,4,2,1996,31,18,NA,NA,"",NA,"Scarborough","",1,"",""
"2959",21,0,5,5,5,4,4.75,5,2,1996,162,15,2,5,"2",2,"Toronto","M2N 7E2",1,"30000",""
"2960",21,1,3,4,5,4,4,4,2,1995,75,14,2,3,"5",2,"Scarborough","M1C1A3",1,"100000",""
"2961",21,1,3,2,3,2,2.5,4,1,1995,161,19,1,3,"2",2,"Scarborough","M1E 3R9",1,"70,000",""
"2962",21,1,2,4,7,5,4.5,4,2,1995,36,11,2,3,"7",1,"scarborough","M1P0B6",1,"60,000",""
"2963",21,1,1,3,4,4,3,4,2,1996,31,18,6,5,"4",2,"Scarborough","M1J 2G4",1,"40, 000",""
"2964",21,0,5,5,4,4,4.5,4,1,1995,78,15,NA,NA,"",NA,"Scarborough","",1,"",""
"2965",21,0,1,4,4,4,3.25,2,2,1996,31,18,2,5,"4",2,"Toronto","M6G3T8",2,"23000",""
"2966",21,0,5,3,4,3,3.75,4,1,1994,31,21,6,3,"3",2,"Scarborough","M1B",1,"60000",""
"2967",21,1,3,5,5,5,4.5,4,2,1995,36,12,2,5,"1",2,"Toronto","M1C",1,"700000",""
"2968",21,1,7,6,7,5,6.25,4,1,1996,164,15,6,6,"0",2,"Toronto","M1g 2n1",1,"60000",""
"2969",21,1,2,2,4,4,3,4,2,1996,14,18,6,3,"10",2,"toronto","m4e 3l6",1,"",""
"2970",21,1,4,5,5,4,4.5,4,2,1996,31,19,6,5,"3",2,"toronto","",2,"",""
"2971",21,0,1,4,4,3,3,3,2,1996,31,18,2,3,"4",2,"Toronto","M1V 1H5",1,"75,000",""
"2972",21,0,1,2,4,3,2.5,4,2,1996,130,16,NA,NA,"",NA,"Toronto","m5t2j3",1,"40,000",""
"2973",21,1,7,7,7,7,7,4,1,1996,31,19,4,4,"3",2,"toronto","m6a 2n9",1,"10000",""
"2974",21,1,2,5,5,4,4,4,1,1996,31,16,5,3,"4",2,"Toronto","M1S 3J8",1,"not sure",""
"2975",21,0,4,4,5,4,4.25,4,2,1995,31,20,2,3,"3",2,"Markham","L3R6W6",1,"200000",""
"2976",21,1,2,3,4,3,3,4,2,1995,31,19,5,4,"3",2,"scarborough","M1L 0B3",1,"Na",""
"2977",21,0,6,7,7,5,6.25,3,2,1996,31,18,1,4,"2",2,"Barrie","L4M4S4",1,"100,000",""
"2978",21,0,1,2,4,3,2.5,1,2,1995,31,19,NA,NA,"",NA,"Oshawa","L1k",1,"$75, 000",""
"2979",21,0,2,4,5,2,3.25,5,2,1996,31,18,2,5,"2",2,"Ottawa","613",2,"",""
"2980",21,1,7,6,6,4,5.75,3,1,1996,140,16,NA,NA,"",NA,"toronto","m3b1w9",1,"40000",""
"2981",21,1,7,5,4,4,5,5,1,1996,31,18,2,3,"8",2,"Toronto","",1,"200 000",""
"2982",21,0,2,4,3,2,2.75,4,2,1996,1,16,6,3,"2",2,"north york","M4A 1A4",1,"30 000",""
"2983",21,1,2,6,6,6,5,4,1,1996,187,18,4,3,"2",2,"pickering","l1v 3h9",1,"> $25000",""
"2984",21,0,2,6,6,6,5,3,2,1996,31,18,6,3,">3",2,"Scarborough","M1V 1H6",1,"$10,000",""
"2985",21,0,3,3,4,3,3.25,4,1,1996,31,17,4,5,"2",2,"vancouver","m6s 4v4",1,"30000",""
"2986",21,1,2,4,4,4,3.5,4,1,1996,185,18,2,4,"0",2,"Markham","L6E 0E3",1,"82500",""
"2987",21,0,1,2,3,1,1.75,4,2,1996,31,17,5,4,"0",2,"Brampton","L6R 2B3",1,"",""
"2988",21,1,1,2,4,4,2.75,4,1,1996,177,18,NA,NA,"",NA,"brampton","l6x0k6",2,"100000",""
"2989",21,1,7,6,7,6,6.5,4,2,1995,31,19,5,3,"2",2,"Toronto","M1E5A4",1,"75000",""
"2990",21,1,5,6,6,4,5.25,4,2,1996,31,18,5,5,"2",2,"Ajax","L1S 0B1",1,"$20,000",""
"2991",21,0,4,4,5,5,4.5,4,2,1996,75,15,2,4,"5",2,"Toronto","M4P1R3",1,"80000",""
"2992",21,1,1,4,5,2,3,2,2,1995,31,20,6,6,"2",2,"toronto","gta",1,"50000",""
"2993",21,0,5,2,3,2,3,2,2,1995,31,20,6,6,"2",2,"toronto","m6p2a3",1,"50000",""
"2994",21,0,1,4,4,4,3.25,2,1,1996,31,19,4,3,"3",2,"Markham","L3S 3Z8",1,"70 000",""
"2995",21,1,2,3,5,8,4.5,3,2,1996,31,18,5,1,"2",2,"downtown Toronto","M4X 1R4",1,"50000",""
"2996",21,0,5,5,6,5,5.25,3,2,1996,160,9,4,4,"6",2,"Toronto","M3J1L6",1,"30000",""
"2997",21,0,4,4,5,4,4.25,4,2,1996,31,18,NA,NA,"",NA,"oshawa","L1L",1,"50000",""
"2998",21,0,7,5,4,4,5,4,2,1992,1,15,2,4,"0",2,"Markham city","l3s3t6",1,"$75000",""
"2999",21,1,6,5,7,6,6,4,1,1996,72,19,NA,NA,"",NA,"Toronto","M1R1R5",1,"18000",""
"3000",21,1,6,6,6,6,6,3,2,1994,36,3,2,4,"5",2,"toronto","m2h 1x7",1,"25000",""
"3001",21,0,3,4,6,4,4.25,4,2,1996,116,10,1,5,"6",2,"Toronto","M3A2P7",1,"50,000",""
"3002",21,1,1,3,6,4,3.5,4,1,1996,80,12,6,6,"6",2,"richmondhill","",2,"",""
"3003",21,0,3,3,3,4,3.25,4,2,1995,130,15,6,4,"2",2,"Toronto","M1B5E2",1,"40,000-50,000",""
"3004",21,0,1,3,3,4,2.75,4,1,1995,130,19,6,3,"5",2,"Toronto","M9V 4M1",1,"$75,000-$100,000",""
"3005",21,0,6,4,7,4,5.25,2,2,1996,78,13,5,4,"6",2,"Markham","L3S 3Z2",1,"50000",""
"3006",21,0,7,7,7,6,6.75,4,2,1991,36,6,2,5,"5",2,"toronto","m1p 4z4",1,"20,000",""
"3007",21,1,5,4,5,4,4.5,1,2,1991,31,23,NA,NA,"",NA,"Toronto","M8V1X6",1,"$40 000",""
"3008",21,0,1,3,3,2,2.25,4,2,1996,31,18,2,4,"1",1,"Toronto","M6E2L8",1,"50000",""
"3009",21,1,5,5,7,6,5.75,4,1,1995,31,16,1,6,"4",2,"Sutton","L0E 1N0",1,"$110,000",""
"3010",21,1,2,6,6,3,4.25,2,2,1995,31,19,1,6,"6",2,"Waterloo","N2T 2C2",2,"$100,000",""
"3011",21,0,6,6,5,6,5.75,5,1,1996,31,18,4,4,"5",1,"Ajax","L1S7C4",1,"130000$",""
"3012",21,1,5,5,3,4,4.25,2,1,1993,136,15,2,5,"0",2,"Scarborough","M1H",1,"80000",""
"3013",21,1,1,4,2,2,2.25,4,1,1996,31,12,NA,NA,"",NA,"Markham","N/A",1,"N/A",""
"3014",21,1,5,4,7,2,4.5,3,1,1994,36,11,2,6,"2",1,"Toronto","M5A0B3",1,"N/A",""
"3015",21,0,4,4,6,6,5,4,2,1996,36,4,2,4,"2",2,"Toronto","M1S",2,"50000",""
"3016",21,0,1,2,3,3,2.25,4,1,1996,31,18,5,6,"3",2,"Uxbridge","L9P2A8",1,"250000",""
"3017",21,1,5,6,6,6,5.75,4,2,1996,36,4,2,3,"3",2,"toronto","M1H3H3",1,"140000",""
"3018",21,0,3,4,3,3,3.25,4,2,1996,31,19,1,3,"5",2,"Scarborough","M1S2X4",1,"50000",""
"3019",21,0,4,4,5,4,4.25,4,2,1997,104,18,NA,NA,"",NA,"PEI","",1,"",""
"3020",21,1,7,6,7,5,6.25,2,2,1996,31,18,1,4,"4",2,"Keswick","L4P 3E9",1,"75000",""
"3021",21,0,2,3,2,3,2.5,6,1,1991,162,12,2,6,"5",2,"Toronto","M5S",1,"100000",""
"3022",21,0,2,3,3,4,3,4,2,1996,36,11,2,4,"0",2,"Scarborough","M1P 0B2",1,"200000",""
"3023",21,1,3,5,4,4,4,3,1,1996,31,18,6,6,"4",1,"Scarborough","M1M 1Y5",1,"$80, 000",""
"3024",21,0,5,5,6,4,5,5,2,1992,153,20,1,4,"1",1,"Toronto","M8Z 2B6",1,"60,000",""
"3025",21,1,6,5,4,4,4.75,4,2,1996,0,10,NA,NA,"",NA,"Toronto","",1,"$25000",""
"3026",21,1,4,4,4,3,3.75,4,1,1996,78,16,5,5,"6",2,"bancroft","k0l 1c0",1,"350000",""
"3027",21,1,3,4,6,4,4.25,2,2,1996,89,18,4,6,"2",2,"Scarborough","M1C 0B2",1,"50,000",""
"3028",21,1,4,4,4,4,4,4,2,1996,31,18,6,5,"3",2,"Scarborough","M1R3G6",2,"80,000",""
"3029",21,1,3,3,5,3,3.5,4,2,1996,31,19,1,5,"3",2,"Orillia","L3V 2S8",1,"160,000",""
"3030",21,1,7,7,7,5,6.5,4,2,1996,31,18,5,4,"3",2,"markham","l6b 0m5",1,"60000",""
"3031",21,1,2,4,4,4,3.5,4,2,1996,31,19,NA,NA,"",NA,"Toronto","M1X",1,"20000",""
"3032",21,1,3,4,1,4,3,4,1,1996,31,18,1,6,"5",2,"Markham","l3p2m7",2,"100000",""
"3033",21,1,6,6,6,5,5.75,6,2,1995,31,19,1,5,"1",2,"Toronto","M4C 1S4",1,"not sure",""
"3034",21,0,4,4,6,4,4.5,3,2,1996,31,19,NA,NA,"",NA,"Whitby","",1,"",""
"3035",21,0,5,4,4,4,4.25,2,1,1996,36,10,2,4,"3",2,"Jinhua","321000",1,"100000",""
"3036",21,1,3,5,7,3,4.5,5,2,1995,196,15,2,0,"0",2,"ajax","l1t",1,"30000",""
"3037",21,0,7,7,7,4,6.25,2,2,1995,136,15,2,5,"2",1,"Toronto","M4K 2G7",1,"25000",""
"3038",21,0,5,5,5,4,4.75,3,1,1996,31,18,6,6,"7",1,"Toronto","M1T-1V3",1,"120,000",""
"3039",21,1,4,4,4,4,4,4,2,1996,31,18,4,5,"2",2,"Toronto","M4B",2,"100000",""
"3040",21,0,2,5,4,4,3.75,2,2,1992,31,23,5,5,"4",2,"Ajax","L1T 4W7",1,"NA",""
"3041",21,1,4,6,6,4,5,4,1,1992,130,18,6,4,"5",1,"MARKHAM","L3R",1,"500000",""
"3042",21,1,4,4,4,4,4,4,1,1994,31,10,1,6,"5",2,"toronto","m2j4a4",1,"100,000",""
"3043",21,1,5,3,5,5,4.5,2,2,1993,78,21,5,5,"3",2,"Toronto","N/a",1,"N/A",""
"3044",21,1,1,6,5,4,4,3,2,1896,65,100,6,5,"0",2,"LA","123456",1,"60000",""
"3045",21,1,2,2,3,2,2.25,2,2,1996,31,18,5,3,"3",2,"SCARBOROUGH","M1K5B7",1,"50000",""
"3046",21,0,2,5,5,4,4,3,2,1996,31,18,6,5,"6",2,"Markham","L7A 862",1,"80,000",""
"3047",21,1,4,4,4,4,4,4,2,1995,31,16,1,4,"1",1,"Scarborough","M1E 4Y7",1,"$100,000",""
"3048",21,0,3,6,6,4,4.75,3,1,1996,130,18,6,6,"8",1,"Scarborough","",1,"105,000",""
"3049",21,0,1,1,4,3,2.25,2,2,1996,78,18,5,6,"8",2,"Mississauga","L4W 2J7",1,"350,000",""
"3050",21,1,2,5,6,5,4.5,4,1,1995,31,16,6,3,"3",1,"Pickering","L1V 3W4",1,"Don't know.",""
"3051",21,1,4,4,4,2,3.5,5,2,1989,67,25,NA,NA,"",NA,"Toronto","M1B 6G9",1,"?",""
"3052",21,0,4,4,4,4,4,4,2,0,31,0,5,5,"test",1,"test","test",2,"test",""
