"","datacollection","condition","htxfair","htxgood","poltclid","gender","yearbirth","countrybir","englishexp","ethnicity","parented","befstudies","citytown","postalcode","honestansw","familyinc","mturkhowm"
"2563",13,1,3,4,3,1,1996,187,18,1,6,"1","Ann Arbor","48109`",1,"200000",""
"2564",13,1,4,6,2,2,1995,187,19,1,5,"0","Ann Arbor","48901",1,"80,000",""
"2565",13,1,4,4,3,1,1994,187,20,1,6,"1","Ann Arbor","48104",1,"$200,000+",""
"2566",13,1,3,5,4,1,1994,187,20,1,5,"6","Ann Arbor","48109",1,"200,000",""
"2567",13,2,6,6,4,2,1997,185,16,1,6,"0","Cleveland, OH","44139",1,"",""
"2568",13,1,4,6,6,1,1996,187,18,1,6,"1","Poughkeepsie","12569",1,"100k",""
"2569",13,2,4,5,6,2,1996,187,19,1,5,"1","Ann Arbor","48109",2,"$80,000",""
"2570",13,2,4,5,4,2,1995,187,19,1,5,"communication studies, 5 hours","West Bloomfield","48323",1,"70,000",""
"2571",13,2,5,5,4,2,1996,187,18,1,5,"1","Grand Rapids","49505",1,"40000",""
"2572",13,2,4,5,5,2,1996,187,18,1,5,"1","Ann Arbor","48108",1,"38000",""
"2573",13,2,5,6,3,2,1996,187,19,2,6,"3","Ann Arbor","48109",1,"80,000",""
"2574",13,1,7,1,4,1,1994,187,20,1,5,"0","Northville","48168",1,"-----",""
"2575",13,1,4,3,3,2,1996,187,18,1,6,"0","Bay City","48708",1,"$145,000",""
"2576",13,1,4,4,6,1,1995,187,19,2,5,"2","Romulus, MI","48174",1,"80000",""
"2577",13,2,3,3,2,1,1995,187,19,1,3,"0","Ann Arbor","48108",1,"$45,000",""
"2578",13,1,4,5,2,2,1996,187,18,1,6,"1","Troy","48098",1,"$250,000",""
"2579",13,2,4,4,4,1,1996,187,18,1,6,"2","Ann Arbor, Michigan","48103",1,"$110,000",""
"2580",13,1,5,3,4,2,1996,187,18,1,5,"4","Rockville Centre","11570",1,"dont know",""
"2581",13,2,5,5,2,1,1994,187,20,1,6,"0","Ann Arbor","48104",1,"100000",""
"2582",13,1,5,5,3,2,1996,31,18,2,6,"0","Ann Arbor","48109",1,"200,000",""
"2583",13,1,5,4,3,2,1996,187,18,1,6,"1","Edina","55439",1,"200,000",""
"2584",13,1,4,4,4,1,1996,187,18,3,6,"0","Miami","33133",1,"50,000",""
"2585",13,2,4,5,0,2,1996,187,18,1,5,"10","New York City","10028",1,"",""
"2586",13,2,6,5,1,2,1996,187,19,1,6,"0","Novi","48375",1,"$90,000",""
"2587",13,2,4,4,5,2,1996,187,18,1,5,"2","Frankfort, IL","60423",1,"200,000",""
"2588",13,1,3,5,1,2,1995,187,19,1,6,"1","San Diego","92107",1,"300000",""
"2589",13,2,1,1,4,1,1996,187,18,1,6,"0","Walled Lake","48390",1,"300,000",""
"2590",13,1,7,1,6,2,1995,187,19,1,6,"0","Houghton","49905",1,"380000",""
"2591",13,2,4,2,5,1,1994,187,20,1,5,"0","Ann Arbor","48104",1,"180000",""
"2592",13,1,3,6,1,2,1996,187,18,5,6,"5","White Plains","10603",1,"900,000",""
"2593",13,1,6,5,6,2,1995,187,19,1,6,"2","Cincinnati","45243",1,"$450,000",""
"2594",13,2,2,4,2,2,1996,187,16,3,3,"2","Ann Arbor","48109",1,"35,000",""
"2595",13,1,5,5,4,2,1996,187,18,1,5,"0","Naperville","60565",1,"60,000",""
"2596",13,1,5,3,5,2,1996,187,18,1,4,"0","Washington","48095",1,"100,000",""
"2597",13,1,2,6,2,2,1993,187,21,1,6,"1","Ann Arbor","48105",1,"$150,000",""
"2598",13,1,1,7,2,2,1996,187,18,2,6,"1","Ann Arbor","48103",1,"300,000",""
"2599",13,2,4,4,4,2,1996,187,18,1,5,"0","waterford","48328",1,"169,000",""
"2600",13,2,4,3,3,2,1996,187,18,6,6,"0","Ann Arbor","48104",1,"200,000",""
"2601",13,1,6,2,2,2,1996,187,19,1,5,"0","Troy","48085",1,"$80,000",""
"2602",13,1,4,4,6,2,1995,187,20,1,5,"1","Canton","48188",1,"225,000",""
"2603",13,2,2,3,5,2,1995,187,19,1,5,"0","Holt","48842",1,"200,000",""
"2604",13,2,1,1,4,1,1992,126,22,4,6,"1","Lagos","234",1,"$200,000",""
"2605",13,2,5,5,4,2,1996,187,18,1,6,"1","New York City","10023",2,"3,000,000",""
"2606",13,2,1,4,5,2,1996,187,18,1,5,"0","Brighton","48116",1,"200,000",""
"2607",13,2,3,4,4,2,1996,187,18,2,6,"1","San Francisco","94118",1,"",""
"2608",13,1,4,4,4,1,1995,187,19,1,3,"1","Newton, MA","2465",1,"200000",""
"2609",15,2,4,5,1,1,1996,187,19,1,5,"0","Lexington","40503",1,"60,000",""
"2610",15,2,1,1,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",""
"2611",15,2,1,1,7,1,NA,NA,NA,1,6,"1000","","97457",1,"75000",""
"2612",15,1,6,4,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",""
"2613",15,2,1,2,6,2,1991,187,24,1,6,"1","Royal Oak, MI","48073",1,"40000",""
"2614",15,2,2,3,4,1,1964,65,40,1,3,"100+","Key West","33040",1,"0",""
"2615",15,1,1,5,1,1,1985,187,30,1,5,"0","Austin, TX","78758",1,"90000",""
"2616",15,1,7,2,6,1,1967,187,48,1,5,"0","Centennial","80015",2,"150000",""
"2617",15,2,1,1,4,1,1976,168,37,1,6,"0","Helsingborg","25658",1,"10000",""
"2618",15,1,1,4,2,1,1994,187,21,6,5,"5","las vegas","89113",1,"15000",""
"2619",15,1,6,2,7,1,1969,187,40,1,5,"unknown","Nowheresville","Refuse",1,"20000",""
"2620",15,2,1,1,NA,1,1970,187,45,1,5,"10","Millersville, MD","21108",1,"150,000.00",""
"2621",15,1,4,5,2,2,1986,187,28,1,4,">10","Plano","75075",1,"100,0000",""
"2622",15,1,4,4,2,2,1953,187,61,1,6,"100","Redondo Beach, CA","90277",1,"100000",""
"2623",15,1,7,1,6,1,1974,187,40,1,5,"0","Oklahoma City","73116",1,"40,000",""
"2624",15,1,7,1,6,1,1986,84,18,1,5,"5","Tallinn","1034",1,"55.000",""
"2625",15,1,4,4,1,2,1989,187,26,1,3,"20","Portland, OR","97230",2,"30,000",""
"2626",15,2,2,2,5,1,1989,187,25,1,5,"2","Austin","78758",2,"55000",""
"2627",15,1,1,6,1,2,1985,187,30,1,6,"5","queens, ny","11103",1,"30000",""
"2628",15,2,4,4,3,1,1950,187,64,1,5,"0","Honolulu","96822",1,"17,000",""
"2629",15,2,7,2,4,2,1983,187,32,1,5,"7","Hampton","30228",1,"10,000",""
"2630",15,1,6,1,6,1,29,187,29,1,5,"3","Chalfont","18914",1,"35000",""
"2631",15,1,3,7,1,2,1994,187,21,1,4,"50","Gainesville","32601",1,"120,000",""
"2632",15,1,2,5,2,1,1996,9,19,1,3,"5","Sydney","2094",1,"600,000",""
"2633",15,1,3,3,3,1,1993,187,22,1,4,"10+","Clarkton, MO","",1,"$20,000",""
"2634",15,2,1,2,6,1,1995,187,20,1,4,"10","Garden City","11530",1,"250,000",""
"2635",15,2,4,4,1,2,1962,187,53,1,6,"100","Little Rock","72205",1,"125000",""
"2636",15,1,5,3,2,1,1982,187,33,1,4,"10","Newport","28570",1,"12000",""
"2637",15,2,4,4,2,2,1943,187,72,1,5,"2","wailuku","96793",1,"60,000",""
"2638",15,1,7,1,5,1,1981,187,33,6,5,"0","Salt Lake City","84115",1,"140000",""
"2639",15,1,4,4,2,2,1963,187,52,1,3,"0","Richmond","23235",NA,"",""
"2640",15,2,5,4,2,2,1953,187,62,1,5,"20","Fredonia, NY","14063",1,"75,000",""
"2641",15,1,2,1,1,1,1976,187,39,1,5,"Many","Minneapolis","55403",1,"100,000.00",""
"2642",15,1,7,1,4,1,1993,187,21,1,6,"8","Lawton","73507",1,"80000",""
"2643",15,2,1,1,6,2,1990,168,18,1,6,"0","Stockholm","11824",1,"40000",""
"2644",15,2,3,4,6,2,1985,143,22,1,6,"11","Moscow","117420",1,"70 000",""
"2645",15,1,4,5,1,1,1969,187,45,1,4,"3","Bedford","15522",1,"50000",""
"2646",15,1,4,4,3,1,1969,187,45,1,6,"100+","Washinton","22203",2,"135000",""
"2647",15,2,5,7,5,1,1995,187,NA,1,5,"3","Normandy Park","98166",1,"100,000",""
"2648",15,2,1,3,4,2,1973,187,41,1,4,"25","Greensburg","15601",1,"10,000",""
"2649",15,2,3,3,5,1,1991,53,12,6,5,"3","","",NA,"",""
"2650",15,2,5,5,1,1,1992,187,22,1,5,"5","anchorage","99517",1,"50000",""
"2651",15,1,7,1,7,1,1991,187,24,1,5,"50","Brentwood TN","37027",1,"350,000",""
"2652",15,1,7,1,5,1,1990,187,24,1,5,"3","Seattle","98102",NA,"250,000",""
"2653",15,1,6,6,4,1,1972,187,43,1,6,"20","Philadlephia","19125",1,"100000",""
"2654",15,2,1,2,4,1,1989,31,26,1,5,"5","Edmonton","T5A 0A",1,"40,000",""
"2655",15,2,2,5,2,1,1985,187,29,6,5,"0","Houston","77004",1,"110,000",""
"2656",15,2,1,1,4,1,1986,137,10,1,6,"0","Warszawa","02-128",1,"30000",""
"2657",15,2,4,5,3,2,1993,187,21,1,6,"4","charlotte","28030",1,"80000",""
"2658",15,1,4,4,1,2,1956,187,59,1,5,"0","Lake Forest","92630",2,"60,000",""
"2659",15,2,5,5,3,1,1965,185,50,1,5,"100","Apple Valley MN","55124",2,"",""
"2660",15,2,1,2,4,1,1970,187,54,6,6,"50","Woodinville, WA","98072",2,"250000",""
"2661",15,2,4,6,1,1,1985,187,30,1,5,"5","Tustin, Ca","92780",1,"35000",""
"2662",15,1,6,2,4,2,1971,187,44,1,5,"50","Thornton","80241",2,"44,000",""
"2663",15,2,4,5,2,2,1979,187,36,1,3,"6","Indianapolis","46254",1,"36000",""
"2664",15,2,2,1,7,1,1951,187,63,1,5,"30","Easton","06612",1,"200,000",""
"2665",15,2,6,4,3,1,1991,31,23,2,5,"10","calgary","t1y5j1",1,"60000",""
"2666",15,1,2,4,3,1,1987,60,15,1,5,"over 20","","",1,"",""
"2667",15,2,5,5,2,1,1995,187,19,1,6,"3","Fayetteville","72701",1,"150,000",""
"2668",15,2,4,6,4,2,1996,36,5,2,4,"","","",2,"5000",""
"2669",15,2,1,1,6,1,1971,187,43,1,6,"0","The Colony, TX","75056",1,"300000",""
"2670",15,1,5,2,5,1,1969,185,45,1,6,"5","London, UK","KT3 3E",1,"120,000",""
"2671",15,2,2,2,7,1,1962,187,53,1,5,"0","memphis","38104",2,"70000",""
"2672",15,1,7,1,4,1,1996,187,19,1,4,"5","Bayport","11705",1,"not answering",""
"2673",15,2,1,1,4,1,1994,187,21,1,4,"~25","SoCal","93XXX",2,"20,000",""
"2674",15,2,2,2,6,1,1957,9,57,1,4,"5","melbourne","3121",1,"120000",""
"2675",15,2,1,1,5,1,1990,187,25,1,6,"4","Loveland, OH","45140",1,"25000",""
"2676",15,2,3,3,3,2,1960,187,54,1,6,"??","","",NA,"",""
"2677",15,1,2,6,1,1,1992,9,23,1,5,"","","",2,"",""
"2678",15,2,5,5,1,2,1991,187,24,1,5,"11","Las Vegas","89166",2,"60,000",""
"2679",15,1,5,2,5,2,1990,24,13,1,5,"100","São Paulo, Brazil","",1,"70,000",""
"2680",15,1,4,1,7,1,1985,7,25,1,6,"100","Portland","97202",1,"40000",""
"2681",15,1,1,6,1,1,1997,187,18,1,4,"0","Austin","78703",1,"300000",""
"2682",15,2,4,4,1,2,1996,10,9,1,3,"~50","Graz","8020",1,"20000",""
"2683",15,2,6,5,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",""
"2684",15,2,2,1,5,1,1979,187,36,1,5,"1","","",NA,"",""
"2685",15,1,3,4,3,1,1989,187,26,2,5,"3","","",1,"",""
"2686",15,2,4,2,6,1,1947,187,68,1,6,"4","Sunbury, OH","43074",2,"80K",""
"2687",15,1,4,3,2,1,1973,187,41,1,4,"15","Cincinnati","45244",1,"130000",""
"2688",15,1,6,2,NA,1,1997,61,11,6,3,"3","","",2,"",""
"2689",15,1,4,5,1,1,1975,187,39,1,3,"0","lafayette","47901",1,"20000",""
"2690",15,1,7,1,5,1,1963,187,50,1,5,"2","Norwich","06360",1,"150000",""
"2691",15,1,4,2,NA,1,1940,187,75,1,5,"10","Scottsdale","85257",2,"45,000",""
"2692",15,2,2,1,6,1,1990,168,20,6,5,"0","","",1,"",""
"2693",15,2,1,4,4,1,1997,9,18,1,3,"16","Melbourne","3187",1,"350,000",""
"2694",15,2,4,7,2,2,1953,187,62,1,6,"6","Reno","89519",1,"100,000",""
"2695",15,2,4,4,3,1,1961,187,54,1,3,"0","Norton","02766-",1,"60,000",""
"2696",15,1,4,1,5,1,1984,187,31,1,6,"100","Norfolk, Virginia","23502",1,"70000",""
"2697",15,1,3,5,1,2,1955,187,59,1,4,"","Tulsa","74145",1,"75,000",""
"2698",15,2,2,2,3,1,1992,187,23,5,6,"0","Piscataway, NJ","08854",1,"$250,000",""
"2699",15,1,2,5,4,1,1952,187,60,1,6,"","Urbana, IL","61802",1,"50,000",""
"2700",15,1,6,2,4,2,1951,187,64,1,5,"5","raleigh, nc","27518",1,"120,000",""
"2701",15,1,4,4,4,2,1977,187,37,1,3,"2","Indiana","15701",1,"15000",""
"2702",15,2,4,5,4,1,1990,187,25,1,5,"0","Riverside, CA","92303",1,"",""
"2703",15,2,2,3,3,2,1935,187,80,1,6,"100","New York","10021",2,"$480,000",""
"2704",15,1,4,4,4,1,1980,187,34,1,5,"5","Seattle","98110",2,"18000",""
"2705",15,1,6,4,4,2,1984,187,30,1,5,"2","Corinth","04427",1,"90000.",""
"2706",15,1,3,3,2,1,1964,187,49,1,4,"0","San diego","92105",2,"52000",""
"2707",15,2,1,1,4,1,1982,187,32,1,5,"0","Milwaukee, WI","53212",1,"40,000",""
"2708",15,1,7,1,6,1,1970,187,45,1,6,"0","Alabaster, AL","35007",1,"120000",""
"2709",15,1,7,1,NA,1,1975,57,33,1,6,"5","na","na",1,"400000",""
"2710",15,2,1,1,7,1,1986,187,29,1,6,"0","Madison","53717",1,"90000",""
"2711",15,2,1,1,6,1,1982,187,33,1,5,"0","Lombard","60148",1,"$150,000",""
"2712",15,1,4,4,3,2,1953,187,62,1,3,"0","Colton","97017",1,"74,000.",""
"2713",15,1,3,3,1,1,1995,187,19,3,6,"","Powder Springs","30127",2,"100000",""
"2714",15,1,1,7,1,2,1957,31,58,1,6,"Many","Montreal","H4b2g7",2,"60,000",""
"2715",15,1,4,4,2,1,1960,187,53,1,6,"3","Minot","58701",2,"300000",""
"2716",15,2,5,2,7,1,1987,187,28,1,4,"0","","",NA,"",""
"2717",15,1,7,2,6,2,1956,187,59,1,3,"1","Atlanta","30309",2,"125000",""
"2718",15,2,3,4,4,2,1989,187,25,4,4,"2","indianapolis","46226",2,"25000",""
"2719",15,2,3,2,6,2,1995,187,20,1,4,"5","Naperville","60540",1,"$285,000",""
"2720",15,2,4,4,3,1,1990,187,18,1,3,"not sure","","",NA,"",""
"2721",15,2,7,4,2,1,1994,31,20,1,6,"8","Halifax","B3H3N8",1,"60000",""
"2722",15,1,7,3,6,1,1995,187,19,1,3,"0","Seguin","78155",1,"$100,000",""
"2723",15,2,7,4,3,1,1992,187,20,1,4,"0","","",NA,"",""
"2724",15,2,5,5,1,2,1953,187,62,1,3,"0","Mansfield","06268",1,"120,000",""
"2725",15,2,4,3,4,1,1988,187,27,1,5,"Too many","Dallas",".....",2,"45000",""
"2726",15,1,2,6,3,1,1990,65,15,1,4,"2","Berlin","12161",1,"no idea",""
"2727",15,2,6,6,1,2,1986,187,29,1,5,"2","Portland","97239",1,"25000",""
"2728",15,1,4,4,2,1,1979,187,36,1,6,"20ish","Greenville nc","27858",1,"40,000",""
"2729",15,2,4,4,4,2,1964,187,46,1,6,"100ish","Glenview, IL","60025",1,"55,000",""
"2730",15,2,1,1,5,1,1975,187,40,1,5,"0","Green Cove Springs","32043",1,"30000",""
"2731",15,2,1,1,7,1,1979,187,35,1,4,"1","boise","83617",1,"35000",""
"2732",15,1,7,5,4,1,1957,187,58,1,4,"5","Somerville","77879",NA,"",""
"2733",15,2,1,1,4,1,1994,187,NA,1,5,"0","Nashville","37215",1,"500000",""
"2734",15,2,1,2,6,1,1976,187,36,1,5,"5","Falls Church","22042",1,"115000",""
"2735",15,2,1,1,5,1,1996,187,19,1,3,"0","Shiremanstown","17011",1,"$90,000",""
"2736",15,2,5,5,2,2,1988,9,27,1,5,"~100","Adelaide","5062",1,"100,000",""
"2737",15,2,4,4,4,2,1990,187,25,3,5,"Several?","Lompoc, CA","93436",1,"64500",""
"2738",15,2,1,4,4,2,1946,187,68,1,3,"0","St. Clair","48079",1,"40,000",""
"2739",15,1,2,6,1,2,1977,187,38,1,3,"2","Clifton","07011",1,"40000",""
"2740",15,2,3,5,1,1,1990,187,25,1,6,"0","","",2,"",""
"2741",15,1,4,4,2,1,1973,9,42,1,2,"5","Brisbane","4001",NA,"$60000",""
"2742",15,2,2,3,4,2,1995,187,20,2,4,"1","seattle","98106",2,"",""
"2743",15,1,6,1,7,2,1991,187,23,1,4,"5","West Fargo","58078",2,"120000",""
"2744",15,1,4,4,4,2,1992,187,22,1,6,"0","Ann Arbor","48234",1,"",""
"2745",15,2,5,4,3,1,1995,185,19,2,4,"0","Southampton","SO16 3",2,"100000",""
"2746",15,2,1,1,7,1,1992,168,14,1,3,"5","Stockholm","16838",2,"150000",""
"2747",15,1,2,5,1,1,1995,187,20,1,4,"15","Sioux Falls","57917",1,"100000",""
"2748",15,1,7,1,5,1,1974,187,40,1,5,"20","Beaumont","77708",1,"200000",""
"2749",15,1,7,1,4,1,1980,187,35,1,4,"0","Anaheim, CA","92805",1,"45000",""
"2750",15,1,7,1,4,1,1985,187,30,1,6,"2","St Louis","63112",1,"30000",""
"2751",15,2,1,1,7,1,1966,187,49,1,4,"1","Zeeland","49464",1,"0",""
"2752",15,1,4,3,3,1,1942,187,73,1,6,"3","Irvine, CA","92604",1,"60,000",""
"2753",15,1,4,6,3,2,1995,187,20,1,5,"0","Memphis, TN","38017",1,"",""
"2754",15,2,1,1,7,1,1955,187,60,1,3,"0","anderson","96007",1,"40000",""
"2755",15,1,7,1,4,1,1987,187,28,1,5,"5","Charlotte","28213",1,"80000",""
"2756",15,1,4,4,2,1,1975,187,39,5,5,"2","Houston","77584",1,"150000",""
"2757",15,1,2,2,2,1,1982,61,19,1,5,"0","","",2,"",""
"2758",15,2,7,7,1,1,1977,31,20,1,6,"0","Montreal","H2S 2C",1,"40,000",""
"2759",15,2,7,7,1,2,1993,168,12,1,5,"2","","",1,"30000",""
"2760",15,2,3,3,2,2,1964,187,NA,1,5,"20","Silverton","97381",1,"110,000",""
"2761",15,1,6,2,2,2,1938,187,77,1,6,"many","Dover","19904",1,"100000",""
"2762",15,2,5,4,2,1,1981,82,34,1,5,"1","Hong Kong","",1,"160000",""
"2763",15,2,5,5,1,1,1958,187,56,1,5,"5","Woodstock","30188",1,"82000",""
"2764",15,1,1,7,1,1,1997,187,17,1,5,"Don't know","Not Telling","Not Te",1,"$123,456",""
"2765",15,1,7,5,6,2,1972,187,42,1,4,"1","Crowley","76036",1,"90,000",""
"2766",15,2,1,1,4,1,1994,187,21,1,5,"2","Tulsa","74133",1,"180,000",""
"2767",15,1,7,1,5,2,1989,187,25,1,5,"3","Wilmington","28401",1,"30,000",""
"2768",15,1,7,1,4,2,1988,187,27,1,4,"8","Ventura","93001",2,"20,000",""
"2769",15,1,7,1,7,1,1982,60,20,1,5,"0","Helsinki","00100",2,"40000",""
"2770",15,1,4,4,1,1,1950,122,50,1,4,"2","AMPRE MUANG TRANG THAILA","92000",1,"30000",""
"2771",15,1,2,6,1,2,1985,31,29,1,4,"30","Montreal","H1W 3C",1,"28,000",""
"2772",15,1,3,5,2,2,1957,187,58,1,6,"2","Las Cruces","88007",2,"100,000",""
"2773",15,2,4,4,3,1,1985,187,29,1,5,"10","Cleveland","44107",1,"60000",""
"2774",15,1,7,1,4,2,1982,187,33,1,5,"10","West Palm Beach","33462",1,"30,000",""
"2775",15,2,5,4,5,1,1991,187,24,1,5,"several","Hanover","03755",2,"",""
"2776",15,1,3,5,1,2,1976,187,38,1,5,"15","Madison, WI","53704",1,"45000",""
"2777",15,2,4,4,1,2,1969,187,45,1,5,"15","Grang Rapids","4$9503",1,"1",""
"2778",15,2,1,1,6,1,1969,187,45,1,5,"0","Torrance","90503",1,"N/A",""
"2779",15,2,1,1,7,1,1976,187,NA,1,4,"~30","","",2,"",""
"2780",15,1,4,3,4,1,1989,65,13,1,3,"0","hamburg","",2,"",""
"2781",15,2,7,7,2,2,1970,122,40,1,6,"200","Gouda","30307",1,"21000",""
"2782",15,2,4,2,7,1,1994,187,20,1,4,"0","Farmington","87402",1,"$150,000",""
"2783",15,2,5,3,5,2,1985,187,29,1,6,"1","Augusta","67010",1,"110,000",""
"2784",15,1,5,2,3,1,1976,9,39,1,5,"3","Sydney","2000",1,"130000",""
"2785",15,2,3,4,6,1,1954,187,61,1,5,"1","Farmington","87401",1,"120,000.00",""
"2786",15,1,7,1,7,1,1962,187,52,1,6,"10","Fairfax, VA","22033",1,"206000",""
"2787",15,1,2,6,1,1,1973,123,40,6,4,"0","Hamilton","3204",1,"50000",""
"2788",15,1,3,6,1,1,1974,9,41,1,5,"Several","Melbourne (Australia)","3058",1,"$100,000",""
"2789",15,1,2,5,3,1,1974,187,41,1,6,"20","Atlanta","30307",1,"170,000",""
"2790",15,1,7,1,NA,2,1980,187,35,1,5,"unknown","Big Lake AK","99623",1,"70000",""
"2791",15,1,2,3,1,1,1986,187,28,1,4,"10","Charlottesville","22902",1,"30000",""
"2792",15,2,3,3,4,2,1995,187,19,1,6,"0","","",NA,"",""
"2793",15,1,7,5,4,2,1981,137,30,1,5,"10","","",2,"40000",""
"2794",15,1,7,2,7,1,1976,48,29,1,5,"0","esbjerg N","6715",2,"120000",""
"2795",15,1,4,4,1,2,1978,187,37,1,6,"3","plano","75093",1,"300000",""
"2796",15,2,4,4,2,2,1960,187,55,1,4,"10","Boise","83713",2,"12,000",""
"2797",15,2,7,7,2,1,1991,187,22,1,4,"0","Palmer","01069",1,"50,000",""
"2798",15,1,2,5,2,2,1986,187,29,1,5,"10","Auckland, New Zealand","1021",1,"100,000",""
"2799",15,2,2,1,6,2,1904,1357,110,1,4,"0","milton","32683",1,"14,000",""
"2800",15,2,4,3,2,2,1991,24,14,1,6,"none","Jundiaí","13201-",1,"idk",""
"2801",15,2,3,4,4,2,1989,187,26,3,5,"2","cardiff","92007",2,"30000",""
"2802",15,2,7,6,1,1,1989,136,26,2,5,"","Sydney, Australia","2033",1,"40000",""
"2803",15,1,4,4,2,2,1990,187,25,1,6,"30","Not going to answer that","Not go",1,"No going to ans",""
"2804",15,1,2,5,2,1,1988,36,10,2,5,"","Ithaca","14850",1,"100000",""
"2805",15,1,7,1,5,1,1949,187,65,1,6,"0","Bristow","20136",1,"175000",""
"2806",15,1,6,6,3,2,1990,52,20,3,5,"0","Guayaquil","090150",1,"60000",""
"2807",15,1,2,6,1,2,1956,31,58,6,4,"3","Nanaimo","V9T2K3",1,"15000",""
"2808",15,1,3,3,3,1,1989,187,26,1,6,"5","Los Angeles, CA","91605",1,"$4,000,000",""
"2809",15,2,6,4,2,1,1967,187,47,1,5,"20?","Little Canada, MN","55117",1,"130,000",""
"2810",15,1,7,1,5,1,1991,187,24,1,4,"0","Jacksonville, Florida","32208",1,"(Uncertain)",""
"2811",15,2,1,1,5,1,1984,187,31,1,6,"3","Los Alamos","87544",1,"75000",""
"2812",15,2,5,5,2,1,1987,187,27,1,6,"100","Waldorf","20601",1,"80,000",""
"2813",15,2,4,4,1,2,1989,187,26,1,5,"5","Charlottesville","22902",2,"$50,000.",""
"2814",15,2,5,3,3,1,1985,31,30,1,5,"2","","",2,"",""
"2815",15,2,4,5,1,1,1940,187,75,1,5,"0","New Britain, PA","18901",1,"56000",""
"2816",15,2,5,5,3,1,1986,187,29,1,6,"0","grapevine","76051",1,"82000",""
"2817",15,2,5,5,2,1,1985,185,29,1,6,"3","London","SE25 6",1,"80000",""
"2818",15,2,4,4,3,1,1991,187,24,1,6,"100","no thank you","42069",1,"n/a",""
"2819",15,2,6,6,2,2,1987,187,27,4,6,"9","","80301",1,"14,000",""
"2820",15,2,3,4,3,2,1988,157,5,1,5,"5","Bratislava","84105",1,"18000",""
"2821",15,2,4,3,5,1,1996,9,19,1,6,"","","",1,"",""
"2822",15,1,2,3,1,1,1967,187,48,1,6,"a few","Stratford","06614",1,"80000",""
"2823",15,2,2,1,7,1,1973,187,42,1,6,"5","","",1,"55000",""
"2824",15,2,4,4,3,2,1955,187,59,1,6,"3-4","Lindenhurst","11757",2,"150,000",""
"2825",15,1,4,4,4,1,1987,187,28,1,5,"0","Champaign","61821",1,"30000",""
"2826",15,2,4,4,1,2,1951,187,64,1,4,"30","Richmond","77469",1,"110000",""
"2827",15,2,1,1,4,1,1993,78,20,5,5,"2","","",1,"20,000",""
"2828",15,1,7,1,4,1,1988,31,27,1,5,"5","","",2,"",""
"2829",15,2,1,1,4,1,1979,128,30,1,5,"0","Sarpsborg","1710",1,"100 000",""
"2830",15,1,7,1,4,1,1995,157,12,1,3,"10","Aberdeen","AB243T",1,"50000",""
"2831",15,2,5,3,4,2,1984,31,30,1,4,"10+","Toronto","M4V 2K",1,"$100K",""
"2832",15,2,3,3,2,2,1989,187,25,1,5,"?","New York","11211",2,"52,000",""
"2833",15,2,4,5,1,2,1946,187,68,1,6,"4","Martinez, CA","94553",1,"$50,000",""
"2834",15,2,1,1,4,1,1975,187,40,1,5,"0","Los Angeles","90001",1,"1000000",""
"2835",15,1,1,6,1,1,1985,187,30,1,6,"10","Riverview","48193",1,"50,000",""
"2836",15,1,6,2,5,2,1965,31,49,1,5,"15","Ottawa, ON","K1V 8K",1,"190000",""
"2837",15,1,3,5,2,2,1946,187,68,1,6,"100","fort myers","33907",1,"35000",""
"2838",15,2,6,5,3,2,1992,79,19,2,6,"a lot","Jakarta","13460",2,"",""
"2839",15,1,5,4,5,2,1980,187,35,1,6,"10","Hillsboro","97124",2,"110,000",""
"2840",15,1,5,3,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",""
"2841",15,1,7,1,5,1,1988,187,27,1,4,"50","Springfield","62702",2,"40000",""
"2842",15,1,2,5,3,1,1989,140,15,2,3,"3","","",1,"",""
"2843",141,1,4,3,2,2,1994,0,20,0,6,"a bunch - took psych 110","Evanston","60201",0,">200,000",""
"2844",141,1,4,4,3,2,1993,0,21,0,6,"a lot","Evanston","60201",0,"400000",""
"2845",141,2,5,4,6,2,1995,0,19,0,6,"2","Brentwood","37027",0,"400000",""
"2846",141,2,3,4,2,2,1993,0,21,0,6,"dozens","Glenview","60026",0,"90000",""
"2847",141,1,3,6,2,2,1995,0,19,0,6,"0","Millwood","10546",0,"60000",""
"2848",141,2,4,4,2,2,1995,0,19,0,4,"1","Hillsborough","99010",0,"",""
"2849",141,1,2,4,3,2,1995,0,19,0,6,"0","Evanston","60201",0,"40000",""
"2850",141,2,5,5,3,2,1995,0,19,0,4,"about 20","Las Vegas","89123",0,"40000",""
"2851",141,1,4,5,2,2,1996,0,19,0,5,"4","Evanston","60201",0,"20000",""
"2852",141,2,5,4,4,1,1992,0,22,0,4,"10 studies","Evanston","60201",0,"75000",""
"2853",141,2,2,3,6,2,1995,0,19,0,4,"15","Elmurst","60126",0,"",""
"2854",141,2,5,5,6,2,1993,0,21,0,6,"5","Evanston","60201",0,"250000",""
"2855",141,2,5,4,2,2,1994,0,20,0,5,"24","Des Plaines","60016",0,"90000",""
